gender,age,senior_citizen,num_dependents,zip_code,tenure_months,num_referrals,total_monthly_fee,total_charges_quarter,contract_type,churn_label
1,35,0,0,91205,33,7,74.75,2453.3,One Year,0
0,79,1,0,93626,28,8,25.7,734.6,Month-to-Month,0
1,46,0,0,95453,1,0,69.9,69.9,Month-to-Month,0
0,52,0,0,93022,41,0,20.45,775.6,Month-to-Month,0
0,78,1,0,90254,2,1,79.2,172.85,Month-to-Month,1
0,57,0,0,91316,2,0,20.35,35.1,Month-to-Month,0
0,76,1,0,92027,16,0,96.15,1529.2,Month-to-Month,1
1,58,0,0,93257,58,0,20.3,1131.5,Two Year,0
0,36,0,0,92124,8,0,65.45,554.45,Month-to-Month,0
1,52,0,0,95694,71,8,105.7,7472.15,One Year,0
0,63,0,0,91303,9,1,85.35,754.65,Month-to-Month,1
1,41,0,0,91803,1,1,70.0,70.0,Month-to-Month,1
0,48,0,0,93675,1,0,85.45,85.45,Month-to-Month,1
0,39,0,0,95554,72,0,25.45,1866.45,Two Year,0
0,73,1,0,94609,14,0,80.35,1058.1,Two Year,0
0,58,0,0,93526,12,0,19.3,228.75,One Year,0
0,77,1,0,92544,20,0,94.1,1782.4,Month-to-Month,1
0,44,0,0,94585,15,0,84.35,1302.65,Month-to-Month,0
0,56,0,0,95257,58,0,64.9,3795.45,Two Year,0
0,76,1,0,92316,49,0,101.55,5070.4,One Year,0
0,51,0,0,93654,47,0,106.35,4849.1,Month-to-Month,0
1,34,0,0,95511,51,0,99.0,5038.15,Month-to-Month,0
0,48,0,0,93238,4,0,24.25,96.05,Month-to-Month,1
0,53,0,0,92139,41,3,86.2,3339.05,One Year,0
0,37,0,0,95685,10,0,75.75,777.3,Month-to-Month,0
1,66,1,0,93210,49,0,96.2,4718.25,Month-to-Month,1
1,65,1,0,91011,72,0,98.35,6929.4,Two Year,0
0,79,1,0,94946,50,1,100.65,5189.75,One Year,0
1,30,0,0,93601,71,4,73.35,5154.5,Two Year,0
0,19,0,0,95677,71,8,104.1,7412.25,One Year,0
0,35,0,0,90706,4,0,20.35,77.5,Month-to-Month,1
1,59,0,3,92121,15,1,20.0,288.05,Month-to-Month,1
0,56,0,3,95616,48,1,70.1,3238.4,Two Year,0
0,41,0,2,90211,9,0,94.4,857.25,Month-to-Month,1
0,45,0,1,92677,1,0,24.0,24.0,Month-to-Month,0
0,68,1,0,92028,11,9,82.9,880.05,One Year,0
1,29,0,0,95946,49,3,55.35,2633.95,One Year,0
0,44,0,0,93615,8,8,19.85,146.6,Two Year,0
1,64,0,2,91405,72,1,90.8,6397.6,Two Year,0
0,22,0,0,95817,4,1,80.85,302.75,Month-to-Month,1
1,37,0,1,95728,46,1,81.0,3846.35,Two Year,0
1,57,0,0,93261,3,0,107.95,313.6,Month-to-Month,0
1,52,0,0,94005,1,0,19.4,19.4,Month-to-Month,1
1,40,0,2,95317,50,9,20.35,938.95,One Year,0
0,30,0,1,90715,7,3,20.45,150.75,Month-to-Month,0
0,78,1,0,94901,52,0,59.85,3103.25,Two Year,0
0,20,0,1,94558,52,1,101.25,5301.1,One Year,0
1,45,0,0,95493,20,3,64.15,1274.45,One Year,0
0,73,1,0,92835,7,0,51.3,419.35,Two Year,0
1,39,0,3,96034,48,0,64.4,3035.35,One Year,0
1,56,0,0,96126,2,0,69.8,134.7,Month-to-Month,1
1,55,0,0,92117,1,0,75.45,75.45,Month-to-Month,1
0,32,0,1,91331,16,10,68.25,1114.85,Two Year,0
0,30,0,0,94086,18,0,50.0,892.7,Month-to-Month,0
1,24,0,0,90034,71,2,24.45,1730.65,Two Year,0
1,42,0,0,93627,22,0,20.3,475.1,One Year,0
0,49,0,0,90405,68,0,20.05,1386.9,Two Year,0
1,26,0,3,94306,27,0,20.05,552.9,One Year,0
0,60,0,0,93430,10,0,18.85,163.2,Month-to-Month,0
1,54,0,0,93606,19,0,99.95,1931.75,Month-to-Month,1
0,43,0,2,93263,72,4,25.1,1857.85,Two Year,0
0,67,1,0,91384,50,1,95.05,4888.7,Month-to-Month,1
0,27,0,0,96015,13,0,84.6,1115.2,Month-to-Month,1
1,54,0,0,95551,1,0,19.5,19.5,Month-to-Month,0
0,60,0,0,91748,45,1,54.15,2319.8,One Year,1
1,71,1,0,91786,34,7,90.15,3128.8,One Year,0
1,58,0,0,95420,72,0,115.8,8424.9,Two Year,0
0,61,0,0,91104,32,0,20.55,654.55,One Year,0
0,32,0,3,90255,1,0,79.35,79.35,Month-to-Month,1
1,40,0,0,95979,64,0,73.55,4764.0,Month-to-Month,0
1,33,0,2,95934,13,4,72.8,930.05,Month-to-Month,0
1,46,0,0,96109,69,0,81.5,5553.25,Two Year,0
0,32,0,2,94060,22,0,84.75,1816.75,Month-to-Month,0
1,62,0,0,95425,53,0,54.9,3045.75,One Year,0
1,22,0,0,90049,2,0,49.25,97.0,Month-to-Month,0
0,32,0,0,92401,8,1,83.55,680.05,Month-to-Month,1
1,19,0,0,90293,18,0,84.3,1537.9,Month-to-Month,0
1,28,0,2,93630,47,3,24.55,1160.45,Two Year,0
1,36,0,2,94599,36,8,63.7,2188.5,One Year,0
0,78,1,0,92705,72,1,105.0,7578.05,One Year,0
0,45,0,0,95605,32,0,74.75,2282.95,One Year,0
1,42,0,0,94111,12,0,20.05,267.0,One Year,0
0,62,0,0,92382,37,0,19.8,695.05,One Year,0
0,46,0,1,92040,67,1,69.9,4615.9,Two Year,0
1,68,1,0,90720,40,2,98.15,4116.8,One Year,0
0,42,0,0,92866,1,0,29.9,29.9,Month-to-Month,0
1,39,0,0,91355,9,0,80.8,713.1,Month-to-Month,1
0,68,1,0,92126,26,0,89.15,2277.65,Month-to-Month,1
1,72,1,0,95665,54,0,55.45,2966.95,One Year,0
1,27,0,3,95117,61,1,81.0,4976.15,Two Year,0
0,51,0,2,96110,2,4,29.05,44.75,Month-to-Month,0
0,27,0,0,93285,69,1,61.45,4131.2,Two Year,0
1,32,0,0,95210,3,0,100.95,329.95,Month-to-Month,1
1,73,1,0,92109,37,0,101.1,3744.05,Month-to-Month,1
0,69,1,0,92067,32,0,54.65,1830.1,One Year,0
0,25,0,0,92211,24,0,54.15,1240.25,Month-to-Month,1
1,60,0,2,93286,39,5,59.8,2343.85,One Year,0
1,21,0,0,92308,41,1,19.75,899.45,Two Year,0
0,31,0,1,93205,55,0,19.15,998.1,One Year,0
1,50,0,2,92861,22,1,20.25,488.25,One Year,0
1,50,0,0,92250,18,0,19.25,331.35,Month-to-Month,0
0,44,0,0,95231,16,0,88.45,1422.1,Month-to-Month,1
0,50,0,0,95551,13,0,19.3,279.3,Month-to-Month,0
0,34,0,0,95633,16,1,84.95,1378.25,Month-to-Month,1
0,43,0,0,91901,1,0,45.65,45.65,Month-to-Month,1
1,48,0,0,94580,35,0,59.6,2094.9,Month-to-Month,0
0,27,0,0,94131,13,0,20.3,275.4,Month-to-Month,0
1,34,0,0,92301,10,0,45.8,436.2,Month-to-Month,0
0,34,0,0,93285,33,5,20.05,669.45,Month-to-Month,0
1,57,0,3,93458,71,0,85.45,6300.85,One Year,0
1,77,1,0,95206,3,0,79.9,260.9,Month-to-Month,1
1,19,0,0,91321,59,0,111.35,6519.75,Month-to-Month,0
0,61,0,0,96137,57,0,74.3,4166.35,Two Year,0
1,43,0,0,95469,72,1,97.95,7114.25,Two Year,0
0,58,0,0,93212,48,0,55.5,2627.35,Two Year,0
1,35,0,0,90404,5,0,24.3,100.2,Month-to-Month,0
0,28,0,0,95968,3,5,19.6,55.25,Month-to-Month,0
1,71,1,0,91913,1,0,46.3,46.3,Two Year,0
1,31,0,0,91306,65,9,99.35,6347.55,Two Year,0
0,64,0,0,91792,22,0,76.0,1783.6,One Year,0
1,28,0,0,91710,9,0,19.9,164.6,One Year,0
1,57,0,0,95436,52,0,63.9,3334.95,Two Year,0
1,46,0,0,93644,63,3,99.7,6330.4,Two Year,0
0,42,0,0,91901,45,0,89.3,4192.15,Month-to-Month,0
0,77,1,0,92509,5,0,28.45,131.05,Month-to-Month,1
0,27,0,0,95669,18,0,35.0,553.0,Month-to-Month,1
1,43,0,0,93266,66,5,96.6,6424.25,Two Year,0
1,19,0,3,94603,62,6,94.95,5791.85,One Year,0
0,37,0,0,95485,70,5,80.6,5460.2,Two Year,0
1,41,0,0,95627,54,0,84.4,4484.05,One Year,0
0,64,0,0,93645,37,1,68.1,2479.25,One Year,0
1,27,0,0,92028,71,1,104.15,7365.3,Two Year,0
1,54,0,0,90220,7,0,23.5,173.0,Month-to-Month,0
1,38,0,0,96106,68,1,90.8,6302.85,Two Year,0
1,49,0,0,93429,4,0,19.7,117.8,One Year,0
0,27,0,0,91786,26,0,54.75,1406.9,Month-to-Month,0
1,56,0,0,95565,31,0,20.4,609.1,Two Year,0
1,35,0,2,96088,69,9,95.75,6511.25,One Year,0
0,68,1,0,96119,30,8,90.05,2627.2,Two Year,0
1,20,0,3,92223,71,0,76.9,5522.7,Two Year,0
1,71,1,0,93204,22,0,90.5,1910.6,Month-to-Month,1
0,22,0,0,94599,23,0,79.1,1783.75,Month-to-Month,0
1,33,0,0,92591,33,3,73.9,2405.05,One Year,1
0,41,0,0,92592,70,4,110.5,7752.05,Two Year,0
1,42,0,2,90026,49,3,59.6,2970.3,Month-to-Month,0
1,58,0,0,96120,49,8,94.8,4690.65,Two Year,0
0,37,0,3,96119,50,10,20.55,1070.25,Two Year,0
1,80,1,0,95536,4,0,94.75,422.4,Two Year,0
0,48,0,0,91776,3,0,80.5,232.35,Month-to-Month,0
0,72,1,0,93605,31,0,73.55,2094.65,Two Year,0
1,53,0,0,95825,42,1,108.3,4586.15,One Year,0
0,24,0,2,90670,71,5,87.25,6328.7,Two Year,0
0,40,0,3,95122,13,3,63.15,816.8,Month-to-Month,0
1,27,0,0,95456,3,0,20.7,57.5,Month-to-Month,0
0,70,1,0,96006,43,1,55.55,2342.2,Month-to-Month,1
0,56,0,0,92337,51,0,24.95,1288.0,Two Year,0
1,54,0,0,96125,17,1,89.4,1539.45,Month-to-Month,1
1,33,0,0,92648,51,1,83.25,4089.45,Two Year,0
0,39,0,0,93243,3,1,74.75,229.5,Month-to-Month,1
1,43,0,0,93516,48,5,19.25,855.1,Two Year,0
0,68,1,0,94564,66,1,105.95,6975.25,One Year,1
1,51,0,0,91770,5,1,85.4,401.1,Month-to-Month,1
0,21,0,0,90068,5,0,82.75,417.75,Month-to-Month,0
1,71,1,0,92368,65,3,92.7,5968.4,Two Year,0
0,50,0,2,92121,70,6,80.7,5617.95,Two Year,0
1,20,0,3,92128,31,0,25.0,789.2,Month-to-Month,0
0,67,1,0,94301,57,0,69.85,4003.0,Two Year,0
1,55,0,0,93015,8,0,25.25,186.3,Month-to-Month,0
1,32,0,0,91401,1,8,20.2,20.2,One Year,0
1,57,0,1,93669,12,6,20.5,255.5,Month-to-Month,0
0,63,0,1,93512,15,5,76.5,1155.6,Month-to-Month,0
1,41,0,0,95245,25,0,19.9,510.8,One Year,0
1,33,0,0,93267,6,0,20.65,109.3,Month-to-Month,0
1,28,0,0,92882,38,1,81.0,3084.9,Two Year,0
0,51,0,2,95824,72,1,108.3,7679.65,Two Year,0
0,25,0,0,95934,53,1,20.8,1021.8,One Year,1
0,34,0,0,93546,16,0,38.9,664.4,Month-to-Month,0
1,46,0,0,93256,3,1,25.0,78.25,Month-to-Month,0
1,32,0,0,93001,9,1,29.95,248.95,Month-to-Month,1
1,26,0,0,92239,26,0,98.65,2537.0,Month-to-Month,0
1,61,0,1,93646,49,7,97.95,4917.9,One Year,0
0,51,0,0,95981,45,3,95.2,4285.8,Two Year,0
0,19,0,0,90040,46,0,74.8,3548.3,Month-to-Month,0
0,36,0,0,95369,16,1,49.95,810.2,Month-to-Month,1
1,71,1,0,95006,25,0,88.95,2291.2,Month-to-Month,1
0,23,0,0,92354,24,8,69.45,1614.05,Month-to-Month,0
0,40,0,2,95140,63,7,20.0,1209.25,Two Year,0
0,22,0,0,93620,6,0,29.45,161.45,Month-to-Month,0
1,31,0,0,90002,58,9,20.75,1185.95,Two Year,0
1,29,0,0,94536,67,0,65.55,4361.55,Two Year,0
0,54,0,0,93637,59,0,99.45,5623.7,Month-to-Month,0
1,39,0,0,95451,72,10,85.45,6227.5,Two Year,0
0,59,0,0,96091,30,0,85.35,2530.4,One Year,1
0,61,0,0,94580,34,0,70.0,2416.1,Month-to-Month,1
0,19,0,0,93455,30,0,110.45,3327.05,One Year,0
1,27,0,0,91768,49,1,99.8,4872.45,Month-to-Month,1
1,54,0,2,95632,67,2,26.3,1688.9,Two Year,0
0,42,0,0,95379,11,0,64.9,716.1,Month-to-Month,0
0,21,0,0,95959,1,0,19.9,19.9,Month-to-Month,0
0,24,0,3,91307,19,1,89.35,1686.85,One Year,0
0,50,0,0,92352,11,0,25.2,245.15,One Year,0
0,24,0,0,92122,43,0,104.6,4759.85,Two Year,1
0,61,0,0,95552,43,2,51.25,2151.6,One Year,0
1,59,0,0,90015,63,6,70.8,4448.8,One Year,0
1,45,0,2,95328,60,9,20.95,1270.55,Two Year,0
0,70,1,0,91711,5,0,78.95,378.4,Month-to-Month,1
0,71,1,0,93010,44,0,109.8,4860.35,One Year,0
0,46,0,0,92252,62,1,84.95,5150.55,Two Year,0
1,43,0,0,95842,16,0,69.95,1205.5,Month-to-Month,0
0,46,0,3,90304,35,0,55.6,2016.45,One Year,0
1,61,0,0,92661,18,0,101.3,1794.65,Month-to-Month,0
0,31,0,0,95219,70,0,86.45,5950.2,Two Year,0
1,30,0,2,91759,16,3,20.5,290.55,Two Year,0
1,60,0,0,92252,11,0,20.4,231.45,Two Year,0
1,63,0,0,92553,72,4,88.7,6301.7,Two Year,0
1,75,1,0,91335,1,0,43.3,43.3,Month-to-Month,1
1,48,0,0,92657,61,8,114.1,7132.15,Month-to-Month,0
0,42,0,0,90008,10,0,29.75,301.9,Month-to-Month,0
1,52,0,0,94304,5,0,70.05,346.4,Month-to-Month,1
1,41,0,0,93505,15,0,85.3,1219.85,Month-to-Month,0
1,72,1,0,95537,27,7,85.9,2220.1,One Year,0
1,48,0,0,91101,14,3,81.95,1181.75,Two Year,0
1,33,0,0,91763,70,10,85.95,5931.75,Two Year,0
1,55,0,1,96059,65,5,19.85,1267.05,Two Year,0
1,55,0,0,91324,44,0,54.0,2440.25,One Year,0
1,29,0,0,92027,61,1,80.9,4932.5,Two Year,0
1,61,0,2,94005,30,0,25.35,723.3,One Year,0
0,46,0,3,90015,46,9,19.4,958.15,Two Year,0
0,67,1,1,90803,29,8,35.65,1025.15,Two Year,0
1,28,0,0,91405,24,0,50.6,1288.75,One Year,0
0,63,0,0,92501,2,0,59.0,114.15,Month-to-Month,0
0,20,0,0,95334,12,0,49.4,611.65,Month-to-Month,0
1,26,0,2,95337,18,9,25.55,467.85,Month-to-Month,0
1,44,0,0,90278,62,0,90.7,5586.45,Month-to-Month,0
1,56,0,0,96039,2,0,44.9,111.05,Month-to-Month,0
0,43,0,3,96101,10,0,91.1,964.35,Month-to-Month,0
0,28,0,0,92592,13,0,96.65,1244.5,Month-to-Month,1
0,46,0,0,90035,27,5,66.15,1874.45,One Year,0
0,26,0,0,94952,54,0,95.1,5064.85,Two Year,0
1,61,0,0,92604,2,0,50.2,109.25,Month-to-Month,0
1,56,0,0,92201,19,1,100.0,1888.65,One Year,1
1,43,0,3,94608,1,0,19.75,19.75,Month-to-Month,1
0,37,0,0,91759,8,0,65.5,573.15,Month-to-Month,0
0,45,0,0,95060,1,0,95.65,95.65,Month-to-Month,1
0,43,0,5,92626,72,10,113.1,8248.5,Two Year,0
1,50,0,0,96034,68,0,79.6,5461.45,One Year,0
0,23,0,0,92586,2,0,20.45,34.8,One Year,0
0,27,0,0,92606,64,1,58.35,3756.45,One Year,0
0,59,0,0,92069,71,3,85.75,6223.8,Two Year,0
1,56,0,0,94583,1,0,50.7,50.7,Month-to-Month,0
1,34,0,0,95245,50,0,90.1,4549.45,One Year,0
0,66,1,0,94590,37,0,96.55,3580.3,Month-to-Month,1
1,32,0,0,95120,52,0,89.45,4577.75,Two Year,0
1,28,0,1,93532,60,0,84.95,4984.85,Two Year,0
1,30,0,0,90277,40,0,89.6,3488.15,One Year,0
0,54,0,0,90402,36,0,99.15,3615.6,Month-to-Month,1
0,60,0,0,95334,72,8,26.0,1776.0,Two Year,0
1,44,0,1,94020,1,0,33.6,33.6,Month-to-Month,0
0,80,1,0,92027,59,0,89.75,5496.9,Two Year,0
1,39,0,0,92676,4,0,51.75,201.1,Month-to-Month,1
1,64,0,2,94002,31,7,59.95,1848.8,One Year,0
1,59,0,1,95255,19,1,48.95,955.6,One Year,0
0,26,0,0,94945,5,0,80.0,412.5,Month-to-Month,1
0,30,0,0,93308,2,0,20.55,33.6,Month-to-Month,0
0,29,0,0,95553,3,0,99.0,287.4,Month-to-Month,1
0,20,0,0,95673,1,0,76.0,76.0,Month-to-Month,1
1,53,0,0,95970,58,0,45.0,2689.35,One Year,0
0,64,0,3,91766,72,1,25.2,1787.35,Two Year,0
1,34,0,0,94804,38,2,69.0,2669.45,One Year,0
0,26,0,0,94596,2,0,68.95,119.75,Month-to-Month,1
1,29,0,0,93430,69,9,112.55,7806.5,Two Year,0
0,67,1,0,92397,20,0,61.6,1174.35,Month-to-Month,1
0,78,1,0,95454,71,2,99.4,7168.25,Two Year,0
1,51,0,0,91911,25,7,95.7,2338.35,Month-to-Month,0
0,30,0,0,91763,71,1,24.25,1732.95,Two Year,0
0,53,0,0,96025,29,0,25.1,712.85,Month-to-Month,1
0,42,0,1,91740,61,3,115.1,7008.15,Two Year,0
1,62,0,0,91784,41,0,89.55,3729.75,One Year,0
1,74,1,0,92705,47,0,59.6,2754.0,Two Year,0
1,71,1,0,94512,35,0,99.05,3395.8,Month-to-Month,1
1,74,1,0,95030,17,1,100.45,1622.45,Month-to-Month,1
1,36,0,0,94964,24,2,89.25,2210.2,Month-to-Month,0
0,42,0,0,92225,37,0,64.65,2347.85,One Year,0
1,56,0,0,95648,31,7,66.4,2019.8,Month-to-Month,0
0,45,0,0,94702,17,0,79.85,1387.35,One Year,0
1,47,0,0,95470,54,0,65.3,3512.9,Two Year,0
0,23,0,0,91351,1,0,45.95,45.95,Month-to-Month,1
1,64,0,1,93401,62,5,20.05,1263.9,Two Year,0
0,28,0,0,92117,1,0,45.3,45.3,Month-to-Month,1
0,35,0,0,95864,24,0,98.75,2407.3,Month-to-Month,1
0,62,0,0,91505,72,0,20.25,1566.9,Two Year,0
0,26,0,0,93608,8,0,103.35,847.3,Month-to-Month,1
1,37,0,0,95677,25,10,38.1,970.4,One Year,0
1,30,0,0,92335,1,0,20.05,20.05,Month-to-Month,0
1,44,0,0,90305,50,7,99.4,5059.75,One Year,0
0,59,0,3,94028,69,10,73.7,4885.85,One Year,0
0,53,0,0,96010,60,0,19.85,1128.1,Two Year,0
1,31,0,0,95641,1,0,84.5,84.5,Month-to-Month,1
0,77,1,0,90028,61,1,104.4,6405.0,One Year,1
1,38,0,0,92653,46,0,72.8,3249.4,Month-to-Month,0
0,62,0,0,93721,17,0,80.05,1345.65,Month-to-Month,0
0,74,1,0,94903,8,0,75.75,606.25,Month-to-Month,1
1,37,0,2,92646,60,7,60.5,3694.45,Two Year,0
1,23,0,0,93635,8,0,20.45,162.3,Month-to-Month,0
1,73,1,0,91948,43,1,103.0,4414.3,Month-to-Month,1
1,32,0,2,91355,61,0,19.75,1124.2,Two Year,0
0,55,0,0,96087,71,4,23.85,1672.1,Two Year,0
0,56,0,2,95919,36,3,19.2,702.9,Month-to-Month,0
1,52,0,1,94586,72,7,68.4,4855.35,Two Year,0
1,41,0,0,93040,1,0,74.5,74.5,Month-to-Month,1
0,75,1,0,95551,1,0,69.25,69.25,Month-to-Month,1
0,27,0,1,90640,4,1,20.85,62.9,Month-to-Month,0
1,47,0,0,93701,63,1,102.4,6444.05,Month-to-Month,0
1,48,0,2,91962,44,0,19.55,819.95,Two Year,0
1,20,0,3,92121,1,0,25.3,25.3,Month-to-Month,1
0,28,0,0,91801,1,0,20.9,20.9,Month-to-Month,0
1,20,0,0,92154,50,3,44.45,2188.45,One Year,0
0,19,0,0,91706,51,0,111.5,5703.25,One Year,0
0,78,1,0,94521,47,0,85.2,3969.35,Month-to-Month,1
0,60,0,0,95311,61,0,89.2,5500.6,Month-to-Month,0
1,43,0,2,95605,11,3,20.45,250.8,Month-to-Month,0
0,48,0,0,90720,55,0,45.05,2462.6,One Year,0
0,64,0,0,95816,55,1,94.45,5073.1,Month-to-Month,0
1,67,1,0,91746,3,0,41.15,132.2,Month-to-Month,1
1,23,0,0,94578,13,0,20.0,268.45,Two Year,0
0,38,0,0,90220,17,0,19.9,323.15,One Year,0
0,46,0,0,96134,5,0,50.95,229.4,Month-to-Month,0
0,60,0,2,94922,14,0,70.2,1046.5,Month-to-Month,0
0,54,0,0,92592,5,0,19.55,99.6,One Year,0
1,47,0,0,93305,1,0,49.75,49.75,Month-to-Month,0
0,37,0,0,95064,39,0,40.3,1630.4,One Year,0
0,43,0,0,95689,6,0,50.95,307.6,Month-to-Month,0
1,36,0,0,92780,1,0,45.75,45.75,Month-to-Month,1
1,26,0,0,92706,22,0,100.65,2415.95,Month-to-Month,0
1,45,0,0,94585,20,0,55.0,1165.55,Month-to-Month,0
1,33,0,2,95573,4,8,45.25,155.35,Month-to-Month,0
1,29,0,0,90230,10,0,79.85,887.35,Month-to-Month,0
1,41,0,0,94603,9,0,95.9,827.45,Month-to-Month,0
1,71,1,1,96146,60,10,80.95,4859.1,Two Year,0
1,27,0,0,95951,54,0,19.65,1008.7,Two Year,0
0,54,0,0,95407,37,8,19.85,717.5,One Year,0
1,75,1,0,93517,11,0,60.25,662.95,Two Year,0
1,45,0,2,93270,39,0,25.45,958.45,One Year,0
1,51,0,0,91709,38,0,69.95,2657.55,Month-to-Month,0
0,51,0,0,92130,15,0,64.65,994.55,Month-to-Month,1
0,44,0,0,93242,72,1,20.05,1423.65,Two Year,0
1,63,0,0,95307,1,0,70.35,70.35,Month-to-Month,0
1,23,0,0,94121,60,1,24.15,1505.9,One Year,0
1,63,0,2,93621,69,5,26.0,1796.55,Two Year,0
1,56,0,0,95630,43,0,100.0,4211.55,One Year,1
1,33,0,3,95327,24,7,56.25,1454.25,One Year,0
1,20,0,0,95363,14,1,86.1,1235.55,Month-to-Month,1
1,69,1,0,92122,24,0,76.1,1712.7,Month-to-Month,1
0,19,0,0,95558,1,0,25.15,25.15,Month-to-Month,0
0,52,0,0,93244,2,0,69.65,145.15,Month-to-Month,1
1,48,0,2,90680,67,6,20.8,1411.9,Two Year,0
0,60,0,0,95917,70,0,79.6,5589.45,Two Year,0
0,32,0,0,95695,48,0,19.95,936.7,One Year,0
0,40,0,0,95327,16,0,93.2,1573.7,Month-to-Month,1
0,40,0,0,91303,13,0,70.15,886.7,Month-to-Month,0
0,27,0,0,93452,72,5,79.05,5730.7,Two Year,0
1,34,0,0,95076,1,0,45.3,45.3,Month-to-Month,1
1,44,0,1,94024,62,0,104.05,6590.5,Two Year,0
0,76,1,1,95046,46,7,110.2,4972.1,Two Year,0
1,49,0,0,91206,1,0,89.25,89.25,Month-to-Month,0
0,75,1,0,92059,2,1,50.15,115.1,Month-to-Month,1
0,73,1,0,90232,2,0,54.85,104.2,Month-to-Month,1
0,62,0,0,95629,27,0,20.25,538.2,Two Year,0
0,19,0,0,93312,65,0,59.6,3739.8,Two Year,0
0,32,0,2,95237,62,6,48.7,3008.55,Two Year,0
1,52,0,3,92595,35,1,19.6,686.95,Two Year,0
0,35,0,0,91752,31,0,49.85,1520.1,Two Year,0
1,39,0,0,92253,72,0,19.8,1468.75,Two Year,0
1,41,0,0,95601,12,0,84.45,1059.55,Month-to-Month,1
1,63,0,2,92610,24,1,54.75,1338.15,Month-to-Month,1
0,80,1,0,94301,56,10,95.65,5471.75,One Year,0
0,32,0,0,94903,7,0,59.1,369.25,One Year,0
0,44,0,3,90274,58,7,44.1,2413.05,One Year,0
1,76,1,0,93668,46,3,100.7,4541.2,Month-to-Month,1
0,31,0,3,96065,63,0,19.35,1263.85,Two Year,0
1,22,0,0,93446,11,0,19.5,226.8,One Year,0
1,36,0,0,94608,71,5,80.1,5585.4,Two Year,0
1,61,0,0,91040,43,6,84.25,3539.25,One Year,0
0,51,0,0,90810,1,0,69.2,69.2,Month-to-Month,1
0,33,0,0,95039,72,10,103.95,7556.9,Two Year,0
0,25,0,0,92592,1,0,69.6,69.6,Month-to-Month,1
1,40,0,0,93108,10,0,20.35,176.3,One Year,0
0,59,0,0,95316,58,1,61.05,3478.75,One Year,0
1,31,0,0,90815,57,6,55.7,3171.6,Month-to-Month,0
0,76,1,0,92028,3,0,45.0,127.1,Month-to-Month,1
1,26,0,0,95746,8,5,19.9,153.95,One Year,0
1,20,0,0,95573,64,5,73.05,4688.65,One Year,0
1,75,1,0,95017,52,0,72.95,3829.75,Two Year,0
0,32,0,0,93908,68,0,20.5,1424.9,Two Year,0
1,55,0,0,92509,1,0,20.0,20.0,Month-to-Month,0
1,49,0,0,92356,40,0,61.9,2647.1,Month-to-Month,0
0,59,0,1,92059,69,0,93.3,6398.05,Two Year,0
0,60,0,0,92612,26,0,100.5,2599.95,Month-to-Month,0
0,41,0,0,93030,48,1,82.05,4029.95,One Year,1
1,54,0,0,95658,15,9,68.6,1108.6,Month-to-Month,0
1,38,0,0,95606,72,8,60.95,4549.05,Two Year,0
1,63,0,0,91311,43,0,75.2,3198.6,Month-to-Month,1
1,72,1,0,95459,55,7,113.6,6292.7,Two Year,0
0,62,0,0,92284,12,0,60.65,743.3,One Year,0
0,20,0,0,92325,60,0,105.9,6396.45,Month-to-Month,1
1,53,0,0,96150,31,0,103.45,3066.45,One Year,1
0,43,0,1,93673,12,3,20.1,232.4,Month-to-Month,0
1,51,0,0,95428,18,1,99.4,1742.95,Month-to-Month,1
0,49,0,0,92518,12,0,99.7,1238.45,Month-to-Month,1
1,56,0,0,95427,6,0,20.15,130.5,Month-to-Month,0
1,53,0,0,90004,45,0,42.3,1840.75,One Year,0
1,33,0,0,90304,27,10,48.7,1421.75,One Year,0
0,31,0,2,93426,17,1,24.1,409.9,Month-to-Month,1
0,23,0,0,91377,20,1,20.35,393.15,One Year,0
0,60,0,0,95949,1,7,20.3,20.3,Month-to-Month,0
0,43,0,1,91350,19,0,106.6,1934.45,Month-to-Month,1
0,41,0,0,92121,1,0,45.8,45.8,Month-to-Month,1
0,27,0,0,95525,18,0,85.2,1553.9,Month-to-Month,1
1,59,0,0,92260,51,1,76.4,3966.3,One Year,0
1,38,0,0,93230,45,6,78.8,3597.5,One Year,0
0,62,0,0,91203,1,0,20.2,20.2,Month-to-Month,1
1,19,0,0,91352,2,0,46.0,84.5,Month-to-Month,1
0,40,0,2,96061,26,4,19.65,494.9,Two Year,0
0,37,0,0,90715,23,0,75.0,1778.5,Month-to-Month,0
1,49,0,0,95692,1,0,44.65,44.65,Month-to-Month,1
1,79,1,0,90019,13,8,93.8,1261.0,Two Year,0
1,54,0,0,93560,1,0,35.9,35.9,Month-to-Month,1
1,71,1,0,92606,45,1,98.7,4525.8,One Year,0
0,33,0,0,93954,12,0,86.55,1066.9,Month-to-Month,0
1,30,0,0,92504,43,7,80.2,3581.6,One Year,0
0,68,1,0,95587,67,0,54.9,3725.5,Month-to-Month,0
1,38,0,0,93662,4,0,44.55,220.75,Month-to-Month,0
0,25,0,1,92020,23,10,85.6,1868.4,Month-to-Month,0
1,20,0,0,95928,14,0,76.45,1117.55,Month-to-Month,0
1,68,1,0,95987,7,2,64.2,475.0,Two Year,0
0,47,0,0,95301,1,1,69.4,69.4,Month-to-Month,1
0,58,0,1,92267,16,6,73.25,1195.75,Month-to-Month,0
1,69,1,0,91910,51,0,94.0,4905.75,One Year,0
