customer_id,gender,age,senior_citizen,married,num_dependents,zip_code,city,latitutde,longitude,population,churn_status,churn_label,churn_category,churn_reason,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds
9742-XOKTS,Male,60,0,1,1,95050,Santa Clara,37.351214,-121.952417,36349,0.0,0.0,,,GKXT-WQYDS,67,10,1,Fiber Optic,1,1,1,1,1,1,0,One Year,0,Bank Withdrawal,18.29,1225.43,11,0,0,0,89.55,6038.55,33.76
9743-DQKQW,Male,28,0,0,0,95320,Escalon,37.818543,-121.006907,11474,,0.0,,,BNYY-QYCKH,3,0,1,DSL,1,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,0.0,0.0,69,0,0,0,25.1,79.8,0.0
9753-OYLBX,Female,54,0,0,0,92122,San Diego,32.85723,-117.209774,34902,,0.0,,,CQZX-ZVHLF,1,0,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,8.56,8.56,0,0,0,0,20.5,20.5,0.0
9758-MFWGD,Female,75,1,1,2,90250,Hawthorne,33.914775,-118.348083,93315,0.0,0.0,,,CSAI-UOYVV,48,0,1,DSL,1,0,0,0,0,1,0,One Year,0,Bank Withdrawal,0.0,0.0,19,0,0,0,29.9,1388.75,0.0
9763-GRSKD,Male,37,0,1,2,90012,Los Angeles,34.065875,-118.238728,30596,0.0,0.0,,,DWQM-DCTLH,13,1,1,DSL,0,1,0,0,1,0,0,Month-to-Month,1,Mailed Check,29.68,385.84,22,0,0,0,49.95,587.45,0.0
9766-HGEDE,Female,33,0,1,0,95969,Paradise,39.69676,-121.644379,28318,0.0,0.0,,,BTWV-SSJBK,17,3,0,None,0,1,0,0,0,0,0,One Year,0,Mailed Check,1.64,27.88,0,0,0,0,19.35,307.0,10.57
9769-TSBZE,Female,54,0,0,3,93276,Tupman,35.316263,-119.402559,236,0.0,0.0,,,CCAH-DFLDI,70,0,1,DSL,0,1,1,1,1,1,0,Two Year,0,Bank Withdrawal,16.75,1172.5,57,0,0,0,66.0,4891.5,0.0
9774-NRNAU,Male,77,1,1,0,92230,Cabazon,33.929812,-116.76058,2355,0.0,0.0,,,GFRO-VPNOY,27,5,1,DSL,1,1,1,1,0,1,1,One Year,1,Bank Withdrawal,33.57,906.39,21,1,1,0,84.8,2309.55,0.0
9777-IQHWP,Male,53,0,1,1,93927,Greenfield,36.248708,-121.386617,14204,0.0,0.0,,,CWNQ-OGHUD,64,2,1,Fiber Optic,1,1,1,0,1,0,1,Two Year,0,Bank Withdrawal,30.82,1972.48,11,0,1,1,93.4,5822.3,0.0
9777-WJJPR,Male,46,0,1,0,95842,Sacramento,38.687367,-121.34848,31373,0.0,0.0,,,FZFF-WHUYQ,31,9,1,Fiber Optic,1,1,1,0,0,0,1,Month-to-Month,0,Credit Card,29.77,922.87,12,1,0,0,88.65,2683.2,0.0
9782-LGXMC,Female,35,0,1,1,94598,Walnut Creek,37.916648,-122.008483,26022,0.0,0.0,,,BBWH-EOLWD,49,6,1,DSL,1,1,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,35.29,1729.21,28,0,0,0,61.75,3024.15,0.0
9788-HNGUT,Male,45,0,1,0,92230,Cabazon,33.929812,-116.76058,2355,0.0,0.0,,,EOJM-DALHK,72,9,1,Fiber Optic,1,1,1,1,1,1,1,Two Year,1,Credit Card,17.87,1286.64,3,1,1,1,116.95,8594.4,0.0
9798-DRYDS,Female,52,0,1,0,92648,Huntington Beach,33.679659,-118.016195,42663,0.0,0.0,,,CUTB-QAOEO,17,6,1,DSL,1,1,1,1,0,0,1,One Year,1,Mailed Check,47.59,809.03,25,0,0,0,61.95,1070.7,0.0
9805-FILKB,Male,44,0,1,0,92592,Temecula,33.507255,-117.029473,46171,0.0,0.0,,,FKJA-HZSAM,46,6,0,None,0,1,0,0,0,0,0,One Year,1,Bank Withdrawal,4.72,217.12,0,0,0,0,20.2,845.6,0.0
9818-XQCUV,Female,52,0,0,0,96025,Dunsmuir,41.212695,-122.392067,2602,,0.0,,,GHSF-BQMIM,2,0,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,25.92,51.84,0,0,0,0,20.35,45.3,0.0
9821-POOTN,Male,48,0,1,0,91773,San Dimas,34.102119,-117.815532,33878,1.0,1.0,Price,Price too high,FSGO-MXAFZ,35,1,1,Fiber Optic,1,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,48.47,1696.45,12,0,0,0,75.2,2576.2,0.0
9822-BIIGN,Male,61,0,1,3,94024,Los Altos,37.352911,-122.093002,21496,0.0,0.0,,,ARQG-LSROP,53,0,1,Cable,1,1,1,1,1,0,0,Month-to-Month,0,Bank Withdrawal,27.56,1460.68,26,0,1,1,71.85,3827.9,0.0
9825-YCXWZ,Female,69,1,0,0,94021,Loma Mar,37.266388,-122.26308,148,0.0,0.0,,,EENQ-VDUDD,41,0,1,Fiber Optic,1,1,0,1,0,0,1,One Year,1,Bank Withdrawal,14.61,599.01,9,1,1,1,101.1,4016.2,0.0
9828-AOQLM,Female,37,0,1,0,92117,San Diego,32.825086,-117.199424,51213,1.0,1.0,Competitor,Competitor made better offer,CJMA-GFPJE,1,3,1,DSL,1,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,12.8,12.8,5,0,0,0,45.7,45.7,0.0
9830-ECLEN,Male,21,0,1,3,95388,Winton,37.421299,-120.599587,11463,0.0,0.0,,,FRZY-FYDJE,58,9,1,Cable,1,0,0,0,1,1,1,One Year,0,Mailed Check,0.0,0.0,52,1,0,0,50.0,2919.85,0.0
9837-BMCLM,Male,39,0,0,0,95202,Stockton,37.959706,-121.287669,7071,1.0,1.0,Price,Long distance charges,ELSQ-DLKTV,3,0,1,Fiber Optic,1,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,31.88,95.64,7,1,0,0,78.5,242.05,0.0
9842-EFSYY,Female,31,0,0,3,96120,Markleeville,38.735789,-119.85798,957,0.0,0.0,,,BGEL-IEOKC,4,0,1,Cable,1,0,0,0,1,1,1,Month-to-Month,1,Credit Card,0.0,0.0,52,1,1,1,57.2,223.75,0.0
9845-PEEKO,Female,71,1,0,0,95007,Brookdale,37.106902,-122.100006,1007,0.0,0.0,,,EHDM-QKAHN,59,0,1,Fiber Optic,1,1,1,0,0,1,0,Two Year,1,Credit Card,6.13,361.67,2,0,0,0,79.2,4590.35,0.0
9873-MNDKV,Female,59,0,0,0,94074,San Gregorio,37.331762,-122.341444,291,0.0,0.0,,,DKYO-BMCCD,11,0,1,DSL,1,1,0,0,0,0,0,Month-to-Month,1,Credit Card,29.16,320.76,3,0,0,0,44.65,472.25,0.0
9894-EZEWG,Female,31,0,0,0,95690,Walnut Grove,38.240419,-121.587535,2344,1.0,1.0,Competitor,Competitor had better devices,GNEY-NMSIQ,1,0,1,Fiber Optic,1,1,0,0,0,1,0,Month-to-Month,1,Credit Card,39.66,39.66,8,0,0,0,74.3,74.3,0.0
9895-VFOXH,Female,19,0,0,0,95565,Scotia,40.440636,-124.098739,1125,,0.0,,,EOKO-VZQAI,1,0,1,DSL,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,0.0,0.0,76,0,0,1,24.4,24.4,0.0
9898-KZQDZ,Female,65,1,1,0,93541,Lee Vining,37.890145,-119.184087,504,1.0,1.0,Competitor,Competitor had better devices,FQER-BOJYM,40,1,1,Fiber Optic,1,1,1,0,0,0,0,Month-to-Month,1,Credit Card,49.5,1980.0,20,1,1,1,94.55,3640.45,0.0
9903-LYSAB,Male,42,0,1,0,91604,Studio City,34.139082,-118.39275,26157,0.0,0.0,,,CYBJ-XBYAS,18,5,1,Fiber Optic,1,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,16.78,302.04,23,0,0,0,73.15,1305.95,0.0
9912-OMZDS,Female,63,0,1,1,90293,Playa Del Rey,33.947305,-118.439841,11264,0.0,0.0,,,DQTU-GACDS,59,1,1,Fiber Optic,1,1,1,0,0,1,1,One Year,1,Bank Withdrawal,35.23,2078.57,19,1,1,1,106.15,6256.2,0.0
9919-KNPOO,Female,60,0,1,0,90638,La Mirada,33.902045,-118.008961,47568,0.0,0.0,,,DMJD-SRXZQ,21,6,1,Fiber Optic,0,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,27.66,580.86,8,1,1,1,94.3,1948.35,0.0
9921-QFQUL,Female,33,0,1,0,95633,Garden Valley,38.852544,-120.837669,2536,0.0,0.0,,,BSBI-VXTRY,23,2,1,Fiber Optic,1,1,1,0,0,0,1,Month-to-Month,0,Credit Card,22.17,509.91,15,0,1,1,90.15,2044.95,0.0
9926-PJHDQ,Female,45,0,1,0,93631,Kingsburg,36.478239,-119.52137,14088,0.0,0.0,,,GKZQ-JGGWQ,72,5,1,Cable,0,1,1,0,0,0,1,Two Year,1,Bank Withdrawal,43.47,3129.84,9,1,1,1,76.8,5468.45,0.0
9928-BZVLZ,Female,58,0,0,0,90742,Sunset Beach,33.719221,-118.073596,1107,0.0,0.0,,,ALOU-TYQWV,12,0,1,DSL,1,0,0,1,1,0,1,Two Year,0,Credit Card,0.0,0.0,7,0,1,1,49.85,552.1,0.0
9929-PLVPA,Female,51,0,0,3,95010,Capitola,36.977025,-121.952864,9673,0.0,0.0,,,ECGI-EDQSM,4,0,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,30.79,123.16,0,0,0,0,20.4,94.5,0.0
9932-WBWIK,Male,43,0,0,0,93240,Lake Isabella,35.607875,-118.466318,5564,0.0,0.0,,,EUBV-QSAPE,11,0,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,47.88,526.68,0,0,0,0,20.35,215.25,0.0
9933-QRGTX,Female,59,0,1,0,95492,Windsor,38.527297,-122.810044,23701,0.0,0.0,,,EDXV-FLQBX,60,6,1,Fiber Optic,1,1,0,1,1,0,0,Two Year,1,Bank Withdrawal,32.5,1950.0,13,1,1,1,97.2,5611.75,0.0
9940-RHLFB,Female,53,0,0,0,90742,Sunset Beach,33.719221,-118.073596,1107,1.0,1.0,Competitor,Competitor made better offer,BLMK-UDOMT,1,0,1,Fiber Optic,1,1,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,26.06,26.06,3,0,0,0,75.3,75.3,0.0
9943-VSZUV,Male,75,1,0,0,94507,Alamo,37.855717,-121.994813,15187,0.0,0.0,,,BSOD-LHQEZ,67,0,1,Fiber Optic,1,1,1,0,0,0,0,Month-to-Month,1,Mailed Check,39.89,2672.63,19,0,0,0,75.7,5060.85,0.0
9944-AEXBM,Male,51,0,0,0,93429,Casmalia,34.866032,-120.536546,210,0.0,0.0,,,DSWZ-ZAKJN,32,0,1,Fiber Optic,1,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,37.04,1185.28,28,0,1,1,85.65,2664.3,0.0
9945-PSVIP,Female,36,0,1,3,91917,Dulzura,32.622999,-116.687855,727,0.0,0.0,,,BGJO-TDPGX,25,3,0,None,0,1,0,0,0,0,0,Two Year,1,Credit Card,2.82,70.5,0,0,0,0,18.7,383.65,0.0
9947-OTFQU,Male,65,1,0,0,91722,Covina,34.097345,-117.906736,33817,1.0,1.0,Competitor,Competitor had better devices,FMIU-WQEKJ,15,0,1,Fiber Optic,1,1,0,0,0,1,0,Month-to-Month,1,Bank Withdrawal,29.11,436.65,29,0,0,0,74.4,1074.3,0.0
9953-ZMKSM,Male,28,0,0,0,94564,Pinole,37.996462,-122.293716,16717,0.0,0.0,,,BHHU-KCZTA,63,0,0,None,0,1,1,0,0,0,0,Two Year,0,Mailed Check,4.01,252.63,0,0,0,0,25.25,1559.3,0.0
9965-YOKZB,Male,73,1,0,0,95636,Grizzly Flats,38.636102,-120.522149,659,1.0,1.0,Dissatisfaction,Network reliability,GBWS-MSQCR,9,0,1,Fiber Optic,1,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,10.04,90.36,13,0,1,0,83.85,790.15,0.0
9971-ZWPBF,Male,70,1,1,1,94563,Orinda,37.873916,-122.20522,17964,0.0,0.0,,,GQLE-PDMZH,34,7,1,Fiber Optic,0,1,1,1,0,1,1,Month-to-Month,1,Bank Withdrawal,11.74,399.16,12,1,1,1,108.9,3625.2,0.0
9974-JFBHQ,Male,31,0,0,1,93616,Del Rey,36.657462,-119.595293,1965,0.0,0.0,,,DXOO-AUKGV,64,0,1,Fiber Optic,1,1,0,1,0,1,0,Month-to-Month,1,Credit Card,22.41,1434.24,24,1,1,1,99.15,6171.2,0.0
9975-SKRNR,Male,24,0,0,0,96126,Sierraville,39.559709,-120.345639,227,,0.0,,,CYDP-LCTZB,1,0,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,49.51,49.51,0,0,0,0,18.9,18.9,0.0
9985-MWVIX,Female,53,0,0,0,93628,Hume,36.807595,-118.901544,93,1.0,1.0,Competitor,Competitor had better devices,CMQK-THJNJ,1,0,1,Fiber Optic,1,1,0,0,0,0,0,Month-to-Month,1,Credit Card,42.09,42.09,9,0,0,0,70.15,70.15,0.0
0027-KWYKW,Female,30,0,1,2,93201,Alpaugh,35.869626,-119.498771,1054,0.0,0.0,,,HBIR-OSCLJ,23,1,1,Fiber Optic,1,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,34.91,802.93,30,1,0,0,83.75,1849.95,0.0
0096-FCPUF,Male,58,0,0,0,95404,Santa Rosa,38.526941,-122.709096,35057,0.0,0.0,,,HIZY-XWGJG,30,0,1,DSL,1,1,1,0,1,0,0,Month-to-Month,1,Mailed Check,2.64,79.2,15,0,1,1,64.5,1888.45,0.0
0112-QAWRZ,Male,49,0,1,2,92266,Palo Verde,33.3249,-114.758334,291,0.0,0.0,,,IZMU-ORFIM,16,8,1,Fiber Optic,1,1,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,48.71,779.36,12,1,0,0,90.8,1442.2,0.0
0123-CRBRT,Female,62,0,1,0,91755,Monterey Park,34.049172,-118.115022,26933,0.0,0.0,,,ISWV-WHAIZ,61,1,1,DSL,1,1,1,1,1,1,1,Two Year,0,Mailed Check,47.19,2878.59,28,1,1,1,88.1,5526.75,0.0
0134-XWXCE,Female,76,1,0,0,90403,Santa Monica,34.031529,-118.491156,23559,0.0,0.0,,,HSAV-LYWGJ,44,0,1,DSL,1,1,0,1,0,0,1,One Year,0,Bank Withdrawal,7.72,339.68,17,1,1,1,74.85,3268.05,17.91
0136-IFMYD,Male,71,1,1,0,90001,Los Angeles,33.973616,-118.24902,54492,0.0,0.0,,,JNTU-CITNB,69,1,1,Fiber Optic,1,1,1,1,0,1,1,Two Year,1,Bank Withdrawal,18.41,1270.29,17,1,1,0,109.95,7634.25,0.0
0142-GVYSN,Male,57,0,0,0,93554,Randsburg,35.405722,-117.773354,117,0.0,0.0,,,JINB-ABHVD,26,0,0,None,0,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,13.34,346.84,0,0,0,0,20.3,511.25,0.0
0257-KXZGU,Female,29,0,1,1,95051,Santa Clara,37.348129,-121.98469,52986,0.0,0.0,,,HHQC-UBCYU,32,9,1,DSL,1,1,1,0,0,1,1,Month-to-Month,0,Bank Withdrawal,33.28,1064.96,51,0,0,1,62.45,2045.55,0.0
0310-SUCIN,Female,50,0,1,0,93522,Darwin,36.319181,-117.593053,64,0.0,0.0,,,JHRC-MTTZU,71,2,1,Cable,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,23.06,1637.26,6,1,1,1,84.8,6046.1,0.0
0310-VQXAM,Male,56,0,0,0,92404,San Bernardino,34.183286,-117.221722,53636,0.0,0.0,,,IZZY-RXUIO,9,0,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,40.74,366.66,0,0,0,0,19.85,178.8,0.0
0322-CHQRU,Male,63,0,0,0,93591,Palmdale,34.598221,-117.79593,6787,1.0,1.0,Competitor,Competitor had better devices,HIFH-WTXHG,2,0,1,DSL,1,1,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,25.49,50.98,9,0,0,0,45.35,89.5,0.0
0347-UBKUZ,Female,46,0,0,0,94404,San Mateo,37.556094,-122.272437,31882,0.0,0.0,,,JAEL-MLWTO,15,0,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Mailed Check,2.74,41.1,0,0,0,0,19.9,320.45,0.0
0374-IOEGQ,Female,62,0,0,0,93926,Gonzales,36.52588,-121.396719,9023,,0.0,,,ICWM-ILKLF,3,0,1,Cable,1,1,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,15.59,46.77,27,0,0,0,44.6,122.7,0.0
0377-JBKKT,Male,21,0,1,3,95020,Gilroy,37.03889,-121.528955,49968,0.0,0.0,,,HZJA-UDLJA,22,9,1,DSL,1,1,0,1,1,1,0,Month-to-Month,1,Credit Card,42.58,936.76,82,0,0,1,57.95,1271.8,0.0
0406-BPDVR,Female,75,1,1,0,93277,Visalia,36.303793,-119.375646,44741,1.0,1.0,Price,Lack of affordable download/upload speed,HGPK-QKMTX,54,0,1,Fiber Optic,1,1,1,0,0,1,0,One Year,1,Credit Card,33.49,1808.46,8,1,1,1,101.5,5373.1,0.0
0426-TIRNE,Female,54,0,0,0,91316,Encino,34.150354,-118.518292,27614,1.0,1.0,Dissatisfaction,Limited range of services,HEXW-EFQKC,1,0,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,15.51,15.51,0,0,0,0,20.9,20.9,0.0
0468-YRPXN,Male,62,0,0,0,90717,Lomita,33.794209,-118.317354,21065,0.0,0.0,,,IEXT-QSKQG,29,0,1,Fiber Optic,1,1,0,1,0,0,1,Month-to-Month,1,Credit Card,48.2,1397.8,19,1,1,1,98.8,2807.1,0.0
0708-SJDIS,Female,32,0,0,0,90069,West Hollywood,34.093781,-118.381061,20408,0.0,0.0,,,JGDG-XTYLE,34,0,1,Cable,1,1,1,1,0,0,0,Month-to-Month,0,Credit Card,45.28,1539.52,27,1,0,0,65.0,2157.5,0.0
0835-JKADZ,Female,29,0,0,0,94107,San Francisco,37.768881,-122.395521,17372,0.0,0.0,,,JJKJ-ANEME,71,0,1,Fiber Optic,1,1,1,1,0,1,1,Two Year,1,Bank Withdrawal,41.92,2976.32,53,1,1,1,111.25,7984.15,0.0
0886-QGENL,Female,72,1,1,0,92104,San Diego,32.741499,-117.127409,47689,1.0,1.0,Attitude,Attitude of service provider,JTVY-IBCQN,27,1,1,Fiber Optic,1,1,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,45.82,1237.14,13,1,1,0,101.25,2754.45,0.0
0887-WBJVH,Female,29,0,1,0,95312,Cressey,37.420273,-120.66527,55,0.0,0.0,,,HADW-NCLTT,53,1,1,Fiber Optic,1,1,0,1,0,0,0,One Year,1,Bank Withdrawal,38.35,2032.55,82,1,1,1,93.45,4872.2,0.0
0971-QIFJK,Female,57,0,1,0,95073,Soquel,37.023669,-121.946461,9823,0.0,0.0,,,IPOK-DUAOB,69,10,0,None,0,1,1,0,0,0,0,Two Year,0,Bank Withdrawal,39.78,2744.82,0,0,0,0,24.25,1641.8,45.75
1017-FBQMM,Female,47,0,1,2,95220,Acampo,38.200231,-121.235034,6317,0.0,0.0,,,HRRH-MXCMD,62,8,1,Fiber Optic,1,1,1,1,0,1,0,One Year,1,Credit Card,15.05,933.1,23,1,1,1,106.05,6703.5,0.0
1035-IPQPU,Female,77,1,1,0,92267,Parker Dam,34.273872,-114.192901,131,0.0,0.0,,,HRMS-UYJPX,63,2,1,Fiber Optic,1,1,1,0,0,1,1,Month-to-Month,1,Bank Withdrawal,18.14,1142.82,2,1,1,1,103.5,6479.4,0.0
1066-JKSGK,Male,29,0,0,0,90024,Los Angeles,34.066303,-118.435479,44150,1.0,1.0,Competitor,Competitor made better offer,IDBG-KZZWF,1,0,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,33.58,33.58,0,0,0,0,20.15,20.15,0.0
1073-XXCZD,Male,54,0,1,0,93308,Bakersfield,35.559617,-118.925185,44915,0.0,0.0,,,JPBA-JLVPQ,55,1,0,None,0,1,1,0,0,0,0,Two Year,0,Bank Withdrawal,12.21,671.55,0,0,0,0,25.7,1443.65,0.0
1074-WVEVG,Female,29,0,1,0,90021,Los Angeles,34.029043,-118.239504,3012,0.0,0.0,,,JHVP-UOTVB,59,6,0,None,0,1,0,0,0,0,0,One Year,0,Credit Card,31.43,1854.37,0,0,0,0,20.35,1267.0,0.0
1080-BWSYE,Male,76,1,1,0,92618,Irvine,33.667145,-117.732135,6301,0.0,0.0,,,ILVI-ABIUJ,64,0,0,None,0,1,1,0,0,0,0,Two Year,0,Credit Card,29.43,1883.52,0,0,0,0,25.65,1740.8,0.0
1197-BVMVG,Female,65,1,0,0,93626,Friant,37.027663,-119.69056,1125,0.0,0.0,,,HITZ-FCHKY,4,0,1,Fiber Optic,1,1,1,0,0,0,0,Two Year,1,Bank Withdrawal,4.29,17.16,7,0,0,0,74.45,294.45,0.0
1219-NNDDO,Female,51,0,0,0,90015,Los Angeles,34.039224,-118.266293,15140,0.0,0.0,,,IZBO-TESQA,9,0,1,Fiber Optic,1,1,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,42.41,381.69,8,0,0,0,76.85,663.55,0.0
1334-FJSVR,Male,64,0,0,0,93262,Sequoia National Park,36.527243,-118.594938,56,1.0,1.0,Dissatisfaction,Lack of self-service on Website,JVFY-XHBVM,1,0,1,DSL,1,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,0.0,0.0,7,0,0,0,24.25,24.25,0.0
1557-EMYVT,Female,25,0,0,0,91980,Tecate,32.587557,-116.636816,91,0.0,0.0,,,GYXX-AIWMC,43,0,1,Fiber Optic,1,1,1,1,1,1,1,Two Year,0,Credit Card,24.85,1068.55,26,1,1,1,115.05,4895.1,10.76
1777-JYQPJ,Male,19,0,0,0,95713,Colfax,39.084645,-120.894014,8525,,0.0,,,JMMJ-ABXTD,2,0,1,DSL,1,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,0.0,0.0,59,0,0,0,24.3,38.45,0.0
1784-BXEFA,Female,63,0,0,0,95688,Vacaville,38.419088,-122.024568,32564,0.0,0.0,,,IWRM-OUNAL,10,0,0,None,0,1,0,0,0,0,0,Month-to-Month,1,Mailed Check,4.76,47.6,0,0,0,0,20.55,187.35,0.0
1875-QIVME,Female,26,0,1,3,91042,Tujunga,34.296574,-118.244839,26753,1.0,1.0,Attitude,Attitude of support person,HJTZ-QFAYI,2,1,1,Fiber Optic,1,1,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,11.51,23.02,53,1,1,1,104.4,242.8,45.44
1976-AZZPJ,Male,47,0,1,0,94520,Concord,38.013825,-122.039144,36186,0.0,0.0,,,JMUH-VDITC,7,3,1,DSL,1,0,0,0,1,1,0,Month-to-Month,0,Credit Card,0.0,0.0,17,0,0,0,34.2,256.6,0.0
2164-SOQXL,Female,31,0,1,2,90043,Los Angeles,33.988543,-118.334081,44764,0.0,0.0,,,IQSJ-XXYNX,20,10,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,14.79,295.8,0,0,0,0,20.05,406.05,0.0
2235-DWLJU,Female,75,1,0,0,92276,Thousand Palms,33.849263,-116.382778,6242,0.0,0.0,,,JHZC-WKLDX,6,0,1,DSL,1,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,0.0,0.0,24,1,1,1,44.4,263.05,0.0
2272-WUSPA,Female,48,0,1,0,96121,Milford,40.181279,-120.392967,481,0.0,0.0,,,HGTF-FWEFY,72,1,1,Fiber Optic,1,1,1,0,1,1,1,Two Year,1,Bank Withdrawal,39.74,2861.28,5,1,1,1,110.75,7751.7,0.0
2277-BKJKN,Female,70,1,1,0,95922,Camptonville,39.432127,-121.099287,632,0.0,0.0,,,HZHU-RWEGA,71,6,1,Fiber Optic,1,1,0,0,0,1,1,Two Year,1,Bank Withdrawal,22.0,1562.0,27,1,1,1,99.2,7213.75,0.0
2320-SLKMB,Female,46,0,0,0,92309,Baker,35.28952,-116.092214,904,0.0,0.0,,,JJPI-TMBNI,26,0,1,Cable,1,0,0,1,0,0,1,Month-to-Month,1,Credit Card,0.0,0.0,29,1,0,0,44.45,1183.8,0.0
2403-BCASL,Male,66,1,1,0,92705,Santa Ana,33.766004,-117.786763,44117,1.0,1.0,Other,Don't know,HGDM-MTIRP,41,1,1,Cable,1,1,1,1,0,1,1,One Year,1,Bank Withdrawal,45.04,1846.64,29,1,1,0,111.95,4534.9,0.0
2466-NEJOJ,Male,58,0,1,3,94922,Bodega,38.343282,-122.9755,584,0.0,0.0,,,HTDI-KVIMM,8,6,0,None,0,1,0,0,0,0,0,Month-to-Month,0,Credit Card,26.17,209.36,0,0,0,0,19.65,169.75,0.0
2483-XSSMZ,Female,22,0,0,0,94563,Orinda,37.873916,-122.20522,17964,0.0,0.0,,,HGUG-IIPDV,39,0,1,DSL,0,1,0,0,1,0,0,One Year,1,Bank Withdrawal,25.33,987.87,82,0,0,0,47.85,1886.4,0.0
2519-FAKOD,Male,30,0,0,0,93561,Tehachapi,35.073777,-118.652112,25805,1.0,1.0,Competitor,Competitor had better devices,HOPF-RZHVE,38,0,1,Fiber Optic,1,1,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,31.27,1188.26,85,1,1,1,99.25,3777.15,0.0
2587-YNLES,Female,52,0,1,1,90240,Downey,33.956228,-118.120993,24908,0.0,0.0,,,HIXQ-ZQUAV,6,4,0,None,0,1,0,0,0,0,0,Two Year,0,Credit Card,25.05,150.3,0,0,0,0,20.1,100.35,0.0
2632-UCGVD,Male,71,1,1,0,94533,Fairfield,38.287136,-122.02711,77683,1.0,1.0,Price,Extra data charges,HMPH-FKJAN,66,6,1,Fiber Optic,1,1,1,1,0,0,0,Month-to-Month,1,Credit Card,49.85,3290.1,14,1,1,0,100.05,6871.9,0.0
2634-HCZGT,Male,71,1,1,0,95126,San Jose,37.327069,-121.916819,27023,1.0,,Other,Moved,JTUS-OEGTA,53,1,1,Cable,0,1,1,1,1,0,0,One Year,1,Bank Withdrawal,21.67,1148.51,6,0,0,0,60.05,3229.65,0.0
2661-GKBTK,Male,39,0,1,3,95503,Eureka,40.737431,-124.108897,23570,0.0,0.0,,,JMRF-KEDOO,60,7,1,DSL,1,1,0,1,0,1,0,Two Year,0,Bank Withdrawal,27.2,1632.0,21,1,1,1,76.95,4543.95,0.0
2692-BUCFV,Male,79,1,0,0,95682,Shingle Springs,38.598936,-120.963092,24738,0.0,0.0,,,HEAR-DWQYL,29,0,1,Fiber Optic,0,1,0,0,0,1,1,One Year,1,Bank Withdrawal,6.59,191.11,21,1,1,0,101.45,2948.6,0.0
2718-YSKCS,Male,64,0,1,3,94971,Tomales,38.240769,-122.901041,384,0.0,0.0,,,JPLU-OQJKN,71,6,0,None,0,1,0,0,0,0,0,Two Year,1,Bank Withdrawal,16.13,1145.23,0,0,0,0,19.6,1387.45,0.0
2775-SEFEE,Male,56,0,0,1,90744,Wilmington,33.782068,-118.262263,53323,0.0,0.0,,,JKLR-LWJRG,10,0,1,DSL,1,1,1,1,1,1,0,Two Year,1,Bank Withdrawal,29.95,299.5,19,0,0,0,61.9,619.0,0.0
2789-HQBOU,Male,60,0,0,0,93306,Bakersfield,35.449881,-118.841442,53481,,0.0,,,JUSD-OQSGZ,3,0,1,Fiber Optic,1,1,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,49.63,148.89,26,0,1,1,80.35,253.8,0.0
